user_id,day,txn_count,cash_in,cash_out,failed_login,pin_reset,churned
1000,68,3,13.011514475998792,62.90583156247323,0,0,0
1000,49,2,43.22183989619903,136.43902915794206,0,0,0
1000,25,3,26.107914613734835,118.61452673650723,1,0,0
1000,68,3,73.61488336366057,55.85770340775885,0,0,0
1000,36,3,12.526215001392648,82.08526896645691,0,0,0
1000,28,4,111.16783093698965,63.356106546471054,0,0,0
1000,68,3,117.26032703110455,102.69433859306625,0,0,0
1000,16,3,21.54420235572183,67.18565208658674,0,0,0
1000,30,1,69.44945912316255,111.27708010252002,0,0,0
1000,8,4,77.982252957188,130.21553210510763,0,0,0
1000,35,5,131.3507587305125,41.48446086767013,0,0,0
1000,74,5,141.53658069653932,110.66989160496139,0,0,0
1000,13,0,63.03852505088026,69.47043270572209,0,0,0
1000,60,2,121.84837709787935,87.12711147124885,0,0,0
1000,15,3,79.89672074155104,119.54270361653465,1,0,0
1000,32,7,58.738998108918345,141.68323935908913,0,0,0
1000,45,7,49.14249669391203,14.815985516145991,0,0,0
1000,17,4,124.5960488990707,138.99194066550848,0,0,0
1000,59,4,67.55631667827828,104.0398791772566,0,0,0
1000,69,3,97.56960345474319,76.46647401573664,0,0,0
1000,9,5,124.04913654671452,35.61538749521655,1,0,0
1000,23,4,111.72355105227143,141.94138907586418,0,0,0
1000,13,2,22.006524697105096,5.500222692694646,0,0,0
1000,56,0,148.2951501842908,122.81174889349482,0,0,0
1000,36,2,101.93951512713527,67.43961151198667,0,0,0
1000,12,3,36.303391119619924,117.81310823782646,0,0,0
1000,82,3,127.0359840689961,63.188056289891,0,0,0
1000,50,2,133.53272811617515,30.526320775149983,0,0,0
1000,84,2,113.02777780543765,84.26109841033147,0,0,0
1000,67,1,109.89328641781213,55.631234893422636,0,0,0
1000,42,3,92.55757284735444,63.44497870849057,0,0,0
1000,20,2,116.67900998509221,20.229694709534527,1,0,0
1000,84,5,41.42640547740266,126.4004556401074,1,0,0
1000,53,2,17.794473056036423,32.218177681306585,0,0,0
1000,65,2,9.89506288183618,128.00110228999333,0,1,0
1000,36,6,44.786914220159844,72.88830839812094,0,0,0
1000,9,3,71.49409400895408,15.533787054511022,0,0,0
1000,45,2,136.15269116272964,112.27019956554125,0,0,0
1000,77,2,142.91270921930223,72.93502096962798,0,0,0
1000,69,4,111.09700962896838,4.240558928624899,0,0,0
1000,74,1,143.14805258569203,63.32621366655934,0,0,0
1000,19,0,128.684366157913,67.15519461577348,0,0,0
1000,65,2,53.49930730718601,69.04569013977918,0,0,0
1000,52,3,0.7608059467564154,71.60771263139124,0,1,0
1000,47,6,75.14779058908836,107.23612762593757,0,0,0
1001,4,4,72.6703428057995,52.75525151104949,0,1,0
1001,56,1,75.59567305191055,5.166805553464654,0,1,0
1001,56,4,83.63458514011025,98.50570205899123,0,0,0
1001,85,4,105.346816684326,54.4093332490468,0,0,0
1001,70,6,37.302279923575284,55.791780160385954,0,0,0
1001,87,3,31.035719755564163,61.91238633959992,0,0,0
1001,17,2,139.97216339847265,101.22467101852868,0,0,0
1001,65,6,75.6410974626981,55.0351410603094,0,0,0
1001,46,2,86.30386445508894,105.13761573958158,1,0,0
1001,72,2,78.87778044222367,140.4603182380791,0,0,0
1001,36,4,123.09995018077962,16.981580259146632,0,1,0
1001,34,4,71.80480294765972,135.3995556639559,0,0,0
1001,82,4,25.7201474422157,105.53530002703442,0,0,0
1001,3,3,19.26504372396629,7.76098520652484,0,0,0
1001,44,6,36.359736375755006,78.31682920838858,0,0,0
1001,45,4,67.54843116605024,127.28925367306775,0,0,0
1001,82,2,20.285333005281895,16.464086054056544,0,0,0
1001,31,3,56.94010670637644,19.272480269225294,0,0,0
1001,38,1,98.8232342661693,58.89083557014858,0,0,0
1001,45,4,68.73870537292052,140.8911725377975,0,0,0
1001,18,4,68.17232724168208,92.94629385628667,0,0,0
1001,1,1,118.96141415722484,16.283096590177465,0,0,0
1001,71,2,10.117901117943761,65.32076532329518,0,0,0
1001,87,2,53.67951841807208,130.122983276831,0,0,0
1001,31,3,11.107421937977147,145.96611745676202,0,0,0
1001,20,4,100.55969747222476,38.23806249730084,0,0,0
1001,36,4,7.289345423134252,109.3441669790068,0,1,0
1001,89,1,106.28232446240217,9.451597166118336,0,0,0
1001,80,0,110.99807285708347,108.21855942821468,0,0,0
1001,32,2,148.85907996817252,84.89003009782198,0,0,0
1001,43,0,19.926482334508293,32.90295554011427,0,0,0
1001,54,1,9.28997962702715,85.72477711685622,0,0,0
1001,69,4,86.84203932303446,13.516534633920502,0,0,0
1001,69,2,94.55601497167393,60.03690345178682,1,0,0
1001,26,3,94.48245789798784,59.2369368522561,0,0,0
1001,62,3,50.918046823740944,143.05617533654285,1,0,0
1001,37,3,57.46215689971294,7.207499192497857,0,0,0
1001,85,4,46.37025779705193,122.20384210774675,0,0,0
1001,5,2,98.4781157161632,80.8054833306101,0,0,0
1001,75,4,69.17909451803784,77.72543311286655,0,0,0
1001,86,5,102.18628524924948,117.63818953902314,0,0,0
1001,23,1,6.681992933244746,58.6884075799813,0,0,0
1001,76,4,74.18671016799411,16.14803454134376,0,0,0
1001,33,3,109.46511340099767,132.77106199680068,0,0,0
1001,54,2,54.14214427334932,122.85447866328691,0,0,0
1001,73,6,12.46004974203222,139.7253587318348,0,0,0
1002,30,5,109.2751405747445,45.523165439320344,0,0,0
1002,55,3,110.51313278344607,96.21138623023968,0,0,0
1002,81,4,65.2192162482047,114.78104352767485,0,0,0
1002,66,5,39.05354472093239,0.5061087820027566,0,0,0
1002,82,6,90.72106575567193,6.8591916113349525,0,0,0
1002,81,0,24.047361172262978,35.6650497192294,0,0,0
1002,7,3,138.6314125888312,87.25515764353734,0,0,0
1002,80,5,131.20971152251389,137.1742532971929,0,0,0
1002,81,2,93.96111594664822,128.5535156718549,0,0,0
1002,10,2,89.49833921900003,70.07173796580533,1,0,0
1002,89,2,67.69636091037108,35.333898219621275,0,0,0
1002,44,4,124.16646710590311,55.735445776706406,0,0,0
1002,9,3,42.860525850732216,88.91039376162547,0,0,0
1002,70,4,13.387149874599386,81.51733813704057,1,0,0
1002,33,3,61.324760495775806,24.141024863651918,0,0,0
1002,24,2,63.83407679048909,115.91339785618368,1,0,0
1002,1,3,48.598400053804596,148.5654928628144,0,0,0
1002,62,3,143.4740261874339,120.17028211025469,0,0,0
1002,48,2,135.41436640387923,88.6803610415508,0,0,0
1002,52,1,111.14947117649253,63.2432046953564,0,0,0
1002,81,0,81.37842124946098,70.46249717922596,0,0,0
1002,38,1,73.72749609731598,114.2266827826464,0,0,0
1002,57,3,0.6823183000440602,92.48252179662461,0,0,0
1002,42,1,102.14636956756394,1.9493487301680545,0,0,0
1002,83,1,149.07672932192824,123.06310327905655,0,0,0
1002,75,2,33.07418948877412,116.30627158726317,0,0,0
1002,2,3,17.612388046785775,37.70826976876364,0,1,0
1002,66,4,146.3716826627709,84.49173530369359,0,0,0
1002,40,2,25.803278663965845,115.4546325705986,0,0,0
1002,49,1,6.048455573360872,45.912071224227866,0,0,0
1002,11,2,22.068433739306524,147.50375024277594,0,0,0
1002,28,4,112.4300073453321,93.76422506296781,0,1,0
1002,68,2,145.82254645172063,40.77470810081029,0,0,0
1002,33,6,104.37257637766157,13.152157071622955,0,0,0
1002,50,5,96.20612632719399,128.40122449589356,0,0,0
1002,1,5,146.08177447806918,2.4511449045642175,0,0,0
1003,56,4,34.31032192490115,124.18061695479314,0,0,0
1003,3,3,0.9201913791166194,97.52520099313158,0,0,0
1003,48,0,145.55604160921754,91.40499298702991,0,0,0
1003,42,2,43.2542246185913,113.66752458087686,0,0,0
1003,11,3,67.69113128193592,111.64614876075287,0,0,0
1003,67,4,48.50856537276961,142.57367203788493,0,0,0
1003,7,5,62.62484954958256,26.572298622558048,0,0,0
1003,18,3,67.14065574956913,45.77276323526308,0,1,0
1003,62,4,10.942638306815129,63.60515089918704,1,0,0
1003,74,6,56.38975092041598,31.103887929532707,0,0,0
1003,44,6,143.6567771426653,72.41913973060092,0,1,0
1003,46,1,62.668226433701015,11.092971991728279,0,0,0
1003,1,6,100.96749350916771,83.11787361069355,0,0,0
1003,72,3,92.64497898454364,113.20364710826956,0,0,0
1003,48,3,32.90260455012238,3.6666108834751574,0,0,0
1003,28,3,29.100813845343527,91.71096971740883,0,0,0
1003,46,4,45.18109582745388,95.00663364714175,0,0,0
1003,9,6,32.14642572524795,21.95390671930194,0,0,0
1003,19,3,7.73311677053774,126.93942062710649,0,0,0
1003,67,3,119.84050864987078,144.04425886824518,0,0,0
1003,16,3,129.79286597176565,19.331334013821678,0,0,0
